EXERCICE;D_R;I_F;ORDRE_O_N;CODE_CHAPITRE;LIBELLE_CHAPITRE;CODE_SS_FONCTION;LIBELLE_SS_FONCTION;CODE_ARTICLE;LIBELLE_ARTICLE;MONTANT
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;614;CHARGES LOCATIVES ET DE COPROPRIETE;683255
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;61521;ENTRETIEN ET REPARATIONS - TERRAINS;5000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;61522;ENTRETIEN ET REPARATIONS - BATIMENTS;1544000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;615221;ENTRETIEN ET REPARATION - BATIMENTS PUBLICS;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;61551;ENTRETIEN ET REPARATIONS - MATERIEL ROULANT;520500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;85000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6156;MAINTENANCE;2745867
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;616;PRIMES D'ASSURANCE;525000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6161;PRIMES D'ASSURANCES - MULTIRISQUES;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6168;PRIMES D'ASSURANCES - AUTRES;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;617;ETUDES ET RECHERCHES;230320
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6182;DOCUMENTATION GENERALE ET TECHNIQUE;128100
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6184;VERSEMENTS A DES ORGANISMES DE FORMATION;643000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6185;FRAIS DE COLLOQUES ET SEMINAIRES;500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6188;AUTRES FRAIS DIVERS;4000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6225;INDEMNITES AU COMPTABLE ET AUX REGISSEURS;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6226;HONORAIRES;77300
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6227;FRAIS D'ACTES ET DE CONTENTIEUX;177800
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6231;ANNONCES ET INSERTIONS;192120
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6232;FETES ET CEREMONIES;7000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6236;CATALOGUES ET IMPRIMES;96000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6237;PUBLICATIONS;2000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;60000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6241;TRANSPORT DE BIENS;15000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6244;TRANSPORTS ADMINISTRATIFS;20000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6247;TRANSPORTS COLLECTIFS;142840
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6248;TRANSPORTS DE BIENS ET TRANSPORTS COLLECTIFS - DIVERS;500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6251;VOYAGES ET DEPLACEMENTS;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6255;FRAIS DE DEMENAGEMENT;1500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6256;MISSIONS;71500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6257;RECEPTIONS;354100
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6261;FRAIS D'AFFRANCHISSEMENT;540000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6262;FRAIS DE TELECOMMUNICATIONS;1325680
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;627;SERVICES BANCAIRES ET ASSIMILES;10000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6281;CONCOURS DIVERS (COTISATIONS);129400
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6282;FRAIS DE GARDIENNAGE;1075561
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6283;FRAIS DE NETTOYAGE DES LOCAUX;491000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6284;REDEVANCES POUR SERVICES RENDUS;230000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;62876;REMBOURSEMENTS DE FRAIS AU GFP DE RATTACHEMENT;4040963
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;62878;REMBOURSEMENT DE FRAIS A D'AUTRES ORGANISMES;40000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6288;DIVERS - AUTRES SERVICES EXTERIEURS;1073740
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;63512;TAXES FONCIERES;1207000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6068;AUTRES MATIERES ET FOURNITURES;13000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;611;CONTRATS PRESTATIONS DE SERVICES;40000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6135;LOCATIONS MOBILIERES;42000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;3000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6156;MAINTENANCE;1782
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6185;FRAIS DE COLLOQUES ET SEMINAIRES;500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6231;ANNONCES ET INSERTIONS;500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6236;CATALOGUES ET IMPRIMES;34000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6237;PUBLICATIONS;3000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6247;TRANSPORTS COLLECTIFS;3000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6257;RECEPTIONS;11000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6281;CONCOURS DIVERS (COTISATIONS);0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6282;FRAIS DE GARDIENNAGE;26000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;33;Action culturelle;6283;FRAIS DE NETTOYAGE DES LOCAUX;608600
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6042;ACHATS DE PRESTATIONS DE SERVICES;71700
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60623;ALIMENTATION;4200
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60628;AUTRES FOURNITURES NON STOCKEES;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60631;FOURNITURES D'ENTRETIEN;76700
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60632;FOURNITURES DE PETIT EQUIPEMENT;43800
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60633;FOURNITURES DE VOIRIE;12500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;60636;VETEMENTS DE TRAVAIL;95800
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6064;FOURNITURES ADMINISTRATIVES;7100
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6068;AUTRES MATIERES ET FOURNITURES;85750
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;611;CONTRATS PRESTATIONS DE SERVICES;21108
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6135;LOCATIONS MOBILIERES;114600
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;61521;ENTRETIEN ET REPARATIONS - TERRAINS;34000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;61522;ENTRETIEN ET REPARATIONS - BATIMENTS;2000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;615221;ENTRETIEN ET REPARATION - BATIMENTS PUBLICS;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;32950
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6156;MAINTENANCE;550
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;617;ETUDES ET RECHERCHES;1000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6182;DOCUMENTATION GENERALE ET TECHNIQUE;1100
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6236;CATALOGUES ET IMPRIMES;7500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6247;TRANSPORTS COLLECTIFS;206150
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6257;RECEPTIONS;1600
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6281;CONCOURS DIVERS (COTISATIONS);2550
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6283;FRAIS DE NETTOYAGE DES LOCAUX;92000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;62875;REMBOURSEMENTS DE FRAIS AUX COMMUNES MEMBRES DU GFP;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;62876;REMBOURSEMENTS DE FRAIS AU GFP DE RATTACHEMENT;3000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;62878;REMBOURSEMENT DE FRAIS A D'AUTRES ORGANISMES;50000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;411;Salles de sport, gymnases;6288;DIVERS - AUTRES SERVICES EXTERIEURS;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6042;ACHATS DE PRESTATIONS DE SERVICES;3500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;60611;EAU ET ASSAINISSEMENT;315000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;60623;ALIMENTATION;900
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;60628;AUTRES FOURNITURES NON STOCKEES;86000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;60631;FOURNITURES D'ENTRETIEN;28000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;60632;FOURNITURES DE PETIT EQUIPEMENT;15100
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6064;FOURNITURES ADMINISTRATIVES;5500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6068;AUTRES MATIERES ET FOURNITURES;130220
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6135;LOCATIONS MOBILIERES;11500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;9200
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6156;MAINTENANCE;28500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6236;CATALOGUES ET IMPRIMES;4000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6247;TRANSPORTS COLLECTIFS;900
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;6283;FRAIS DE NETTOYAGE DES LOCAUX;203500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;413;Piscines;62878;REMBOURSEMENT DE FRAIS A D'AUTRES ORGANISMES;1563480
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;414;Autres équipements sportifs ou de loisir;62878;REMBOURSEMENT DE FRAIS A D'AUTRES ORGANISMES;999900
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6042;ACHATS DE PRESTATIONS DE SERVICES;190000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;60623;ALIMENTATION;1000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;60632;FOURNITURES DE PETIT EQUIPEMENT;1800
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6068;AUTRES MATIERES ET FOURNITURES;2000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;611;CONTRATS PRESTATIONS DE SERVICES;900
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6135;LOCATIONS MOBILIERES;7000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6236;CATALOGUES ET IMPRIMES;1000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;30000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6241;TRANSPORT DE BIENS;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6247;TRANSPORTS COLLECTIFS;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;415;Manifestations sportives;6257;RECEPTIONS;1500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;421;Centres de loisirs;611;CONTRATS PRESTATIONS DE SERVICES;20000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6042;ACHATS DE PRESTATIONS DE SERVICES;297340
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;60623;ALIMENTATION;1980
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;60631;FOURNITURES D'ENTRETIEN;19600
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;60632;FOURNITURES DE PETIT EQUIPEMENT;5880
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;60636;VETEMENTS DE TRAVAIL;7840
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6064;FOURNITURES ADMINISTRATIVES;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6068;AUTRES MATIERES ET FOURNITURES;2000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;611;CONTRATS PRESTATIONS DE SERVICES;436140
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6135;LOCATIONS MOBILIERES;34960
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;4900
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;617;ETUDES ET RECHERCHES;9800
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6236;CATALOGUES ET IMPRIMES;57840
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;33580
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6247;TRANSPORTS COLLECTIFS;500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6251;VOYAGES ET DEPLACEMENTS;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6257;RECEPTIONS;10350
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6261;FRAIS D'AFFRANCHISSEMENT;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6281;CONCOURS DIVERS (COTISATIONS);0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6282;FRAIS DE GARDIENNAGE;386260
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;422;Autres activités pour les jeunes;6283;FRAIS DE NETTOYAGE DES LOCAUX;614900
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6042;ACHATS DE PRESTATIONS DE SERVICES;57300
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;60623;ALIMENTATION;1600
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;60628;AUTRES FOURNITURES NON STOCKEES;700
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;60631;FOURNITURES D'ENTRETIEN;21000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;60632;FOURNITURES DE PETIT EQUIPEMENT;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;60636;VETEMENTS DE TRAVAIL;1200
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6064;FOURNITURES ADMINISTRATIVES;5200
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6065;LIVRES, DISQUES, CASSETTES  (BIBLIOTHEQUES ET MEDIATHEQUES);200
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6068;AUTRES MATIERES ET FOURNITURES;8000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6132;LOCATIONS IMMOBILIERES;4500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6135;LOCATIONS MOBILIERES;6300
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6156;MAINTENANCE;70
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;617;ETUDES ET RECHERCHES;45000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6226;HONORAIRES;6000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6236;CATALOGUES ET IMPRIMES;7500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;200
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6247;TRANSPORTS COLLECTIFS;1600
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6257;RECEPTIONS;1800
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6281;CONCOURS DIVERS (COTISATIONS);2500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;510;Santé - services communs;6283;FRAIS DE NETTOYAGE DES LOCAUX;4000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;6042;ACHATS DE PRESTATIONS DE SERVICES;217153
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;60623;ALIMENTATION;6000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;60632;FOURNITURES DE PETIT EQUIPEMENT;100
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;60636;VETEMENTS DE TRAVAIL;750
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;6064;FOURNITURES ADMINISTRATIVES;12000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;6068;AUTRES MATIERES ET FOURNITURES;3000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;6132;LOCATIONS IMMOBILIERES;990
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;6135;LOCATIONS MOBILIERES;2500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;61551;ENTRETIEN ET REPARATIONS - MATERIEL ROULANT;500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;6236;CATALOGUES ET IMPRIMES;60000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;55000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;6247;TRANSPORTS COLLECTIFS;9300
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;520;Interventions sociales - services communs;6257;RECEPTIONS;5650
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;522;Actions en faveur de l'enfance et l'adolescence;6042;ACHATS DE PRESTATIONS DE SERVICES;69500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;522;Actions en faveur de l'enfance et l'adolescence;60623;ALIMENTATION;500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;522;Actions en faveur de l'enfance et l'adolescence;60631;FOURNITURES D'ENTRETIEN;200
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;522;Actions en faveur de l'enfance et l'adolescence;60632;FOURNITURES DE PETIT EQUIPEMENT;200
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;522;Actions en faveur de l'enfance et l'adolescence;60636;VETEMENTS DE TRAVAIL;400
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;522;Actions en faveur de l'enfance et l'adolescence;611;CONTRATS PRESTATIONS DE SERVICES;1565736
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;522;Actions en faveur de l'enfance et l'adolescence;6135;LOCATIONS MOBILIERES;2500
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;522;Actions en faveur de l'enfance et l'adolescence;6185;FRAIS DE COLLOQUES ET SEMINAIRES;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;522;Actions en faveur de l'enfance et l'adolescence;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;1000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;522;Actions en faveur de l'enfance et l'adolescence;6281;CONCOURS DIVERS (COTISATIONS);6000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;522;Actions en faveur de l'enfance et l'adolescence;6283;FRAIS DE NETTOYAGE DES LOCAUX;2200
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;524;Interventions sociales - autres services;6042;ACHATS DE PRESTATIONS DE SERVICES;95700
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;524;Interventions sociales - autres services;60632;FOURNITURES DE PETIT EQUIPEMENT;0
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;524;Interventions sociales - autres services;611;CONTRATS PRESTATIONS DE SERVICES;50000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;524;Interventions sociales - autres services;6135;LOCATIONS MOBILIERES;20000
2016;D;F;N;011;CHARGES A CARACTERE GENERAL;524;Interventions sociales - autres services;61521;ENTRETIEN ET REPARATIONS - TERRAINS;16600
