EXERCICE;D_R;I_F;ORDRE_O_N;CODE_CHAPITRE;LIBELLE_CHAPITRE;CODE_SS_FONCTION;LIBELLE_SS_FONCTION;CODE_ARTICLE;LIBELLE_ARTICLE;MONTANT
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;87500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6156;MAINTENANCE;1700665
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;616;PRIMES D'ASSURANCE;590200
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;617;ETUDES ET RECHERCHES;433700
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6182;DOCUMENTATION GENERALE ET TECHNIQUE;218800
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6184;VERSEMENTS A DES ORGANISMES DE FORMATION;724800
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6185;FRAIS DE COLLOQUES ET SEMINAIRES;6300
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6188;AUTRES FRAIS DIVERS;5000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6225;INDEMNITES AU COMPTABLE ET AUX REGISSEURS;12300
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6226;HONORAIRES;107000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6227;FRAIS D'ACTES ET DE CONTENTIEUX;211000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6231;ANNONCES ET INSERTIONS;248500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6232;FETES ET CEREMONIES;15000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6236;CATALOGUES ET IMPRIMES;164500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6237;PUBLICATIONS;13000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;100000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6241;TRANSPORT DE BIENS;15000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6244;TRANSPORTS ADMINISTRATIFS;5000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6247;TRANSPORTS COLLECTIFS;202700
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6248;TRANSPORTS DE BIENS ET TRANSPORTS COLLECTIFS - DIVERS;1500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6251;VOYAGES ET DEPLACEMENTS;5500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6256;MISSIONS;84300
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6257;RECEPTIONS;553700
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6261;FRAIS D'AFFRANCHISSEMENT;658268
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6262;FRAIS DE TELECOMMUNICATIONS;1203000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;627;SERVICES BANCAIRES ET ASSIMILES;20000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6281;CONCOURS DIVERS (COTISATIONS);140850
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6282;FRAIS DE GARDIENNAGE;1081300
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6283;FRAIS DE NETTOYAGE DES LOCAUX;613200
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6284;REDEVANCES POUR SERVICES RENDUS;240000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;62876;REMBOURSEMENTS DE FRAIS AU GFP DE RATTACHEMENT;7179721
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6288;DIVERS - AUTRES SERVICES EXTERIEURS;573000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;63512;TAXES FONCIERES;1383800
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;63513;AUTRES IMPOTS LOCAUX;40000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6354;DROITS D'ENREGISTREMENT ET DE TIMBRE;3000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6355;TAXES ET IMPOTS SUR LES VEHICULES;4500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;020;Administration générale de la collectivité;6358;AUTRES IMPOTS, TAXES ET VRSTS ASSIMILES (ADM IMPOTS);4800
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;6042;ACHATS DE PRESTATIONS DE SERVICES;21850
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;60623;ALIMENTATION;5000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;60632;FOURNITURES DE PETIT EQUIPEMENT;200
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;60636;VETEMENTS DE TRAVAIL;5000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;6064;FOURNITURES ADMINISTRATIVES;38000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;6068;AUTRES MATIERES ET FOURNITURES;500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;6132;LOCATIONS IMMOBILIERES;2050
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;5600
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;6236;CATALOGUES ET IMPRIMES;19000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;17280
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;6247;TRANSPORTS COLLECTIFS;7730
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;022;Administration générale de l'Etat;6257;RECEPTIONS;250
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6042;ACHATS DE PRESTATIONS DE SERVICES;1061639
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6064;FOURNITURES ADMINISTRATIVES;6950
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6068;AUTRES MATIERES ET FOURNITURES;2700
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6132;LOCATIONS IMMOBILIERES;1000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6135;LOCATIONS MOBILIERES;28600
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6182;DOCUMENTATION GENERALE ET TECHNIQUE;50600
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6185;FRAIS DE COLLOQUES ET SEMINAIRES;0
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6226;HONORAIRES;20000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6227;FRAIS D'ACTES ET DE CONTENTIEUX;0
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6231;ANNONCES ET INSERTIONS;406500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6236;CATALOGUES ET IMPRIMES;349697
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6237;PUBLICATIONS;827950
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;10076
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6241;TRANSPORT DE BIENS;1800
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6247;TRANSPORTS COLLECTIFS;500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6257;RECEPTIONS;7000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6281;CONCOURS DIVERS (COTISATIONS);1200
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;023;Information, communication, publicité;6288;DIVERS - AUTRES SERVICES EXTERIEURS;1400
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;6042;ACHATS DE PRESTATIONS DE SERVICES;66000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;60624;PRODUITS DE TRAITEMENT;2000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;60631;FOURNITURES D'ENTRETIEN;1500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;60632;FOURNITURES DE PETIT EQUIPEMENT;2500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;60633;FOURNITURES DE VOIRIE;5000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;60636;VETEMENTS DE TRAVAIL;3500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;6064;FOURNITURES ADMINISTRATIVES;1700
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;6068;AUTRES MATIERES ET FOURNITURES;8900
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;611;CONTRATS PRESTATIONS DE SERVICES;17000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;6135;LOCATIONS MOBILIERES;19000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;6232;FETES ET CEREMONIES;2600
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;6281;CONCOURS DIVERS (COTISATIONS);1400
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;6282;FRAIS DE GARDIENNAGE;0
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;026;Cimetières et Pompes funèbres;6288;DIVERS - AUTRES SERVICES EXTERIEURS;15000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6042;ACHATS DE PRESTATIONS DE SERVICES;28690
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6068;AUTRES MATIERES ET FOURNITURES;500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6135;LOCATIONS MOBILIERES;2250
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;616;PRIMES D'ASSURANCE;200
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6233;FOIRES ET EXPOSITIONS;1000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6236;CATALOGUES ET IMPRIMES;14900
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6238;PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS;2500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6241;TRANSPORT DE BIENS;2000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6247;TRANSPORTS COLLECTIFS;500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6251;VOYAGES ET DEPLACEMENTS;8000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6257;RECEPTIONS;43500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6281;CONCOURS DIVERS (COTISATIONS);33630
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;048;Autres actions de coopération décentralisée;6283;FRAIS DE NETTOYAGE DES LOCAUX;27000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;6042;ACHATS DE PRESTATIONS DE SERVICES;53000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;60623;ALIMENTATION;800
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;60632;FOURNITURES DE PETIT EQUIPEMENT;1500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;60636;VETEMENTS DE TRAVAIL;40500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;6068;AUTRES MATIERES ET FOURNITURES;2000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;611;CONTRATS PRESTATIONS DE SERVICES;1140000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;6132;LOCATIONS IMMOBILIERES;1364
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;1500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;6156;MAINTENANCE;2000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;6236;CATALOGUES ET IMPRIMES;12000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;627;SERVICES BANCAIRES ET ASSIMILES;7400
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;6281;CONCOURS DIVERS (COTISATIONS);6500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;110;Sécurité intérieure - services communs;6288;DIVERS - AUTRES SERVICES EXTERIEURS;4000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;112;Police Municipale;6042;ACHATS DE PRESTATIONS DE SERVICES;71500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;112;Police Municipale;60623;ALIMENTATION;400
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;112;Police Municipale;60632;FOURNITURES DE PETIT EQUIPEMENT;1900
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;112;Police Municipale;60636;VETEMENTS DE TRAVAIL;40000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;112;Police Municipale;6068;AUTRES MATIERES ET FOURNITURES;1000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;6042;ACHATS DE PRESTATIONS DE SERVICES;1000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;60631;FOURNITURES D'ENTRETIEN;241500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;60632;FOURNITURES DE PETIT EQUIPEMENT;91000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;60636;VETEMENTS DE TRAVAIL;53000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;6064;FOURNITURES ADMINISTRATIVES;30000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;6067;FOURNITURES SCOLAIRES;558000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;6068;AUTRES MATIERES ET FOURNITURES;56000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;611;CONTRATS PRESTATIONS DE SERVICES;125000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;6132;LOCATIONS IMMOBILIERES;1500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;25000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;6188;AUTRES FRAIS DIVERS;500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;6228;REMUNERATIONS D'INTERMEDIAIRES ET HONORAIRES- DIVERS;1300
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;6241;TRANSPORT DE BIENS;10000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;6247;TRANSPORTS COLLECTIFS;9000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;6257;RECEPTIONS;3000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;6283;FRAIS DE NETTOYAGE DES LOCAUX;93000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;213;Classes regroupées;62878;REMBOURSEMENT DE FRAIS A D'AUTRES ORGANISMES;429000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;22;Enseignement du 2e degré;6042;ACHATS DE PRESTATIONS DE SERVICES;10000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;6042;ACHATS DE PRESTATIONS DE SERVICES;10000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;60623;ALIMENTATION;3349747
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;60631;FOURNITURES D'ENTRETIEN;18500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;60632;FOURNITURES DE PETIT EQUIPEMENT;10000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;60636;VETEMENTS DE TRAVAIL;8000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;6068;AUTRES MATIERES ET FOURNITURES;175000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;611;CONTRATS PRESTATIONS DE SERVICES;2500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;6135;LOCATIONS MOBILIERES;110000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;1000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;6156;MAINTENANCE;500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;6283;FRAIS DE NETTOYAGE DES LOCAUX;18000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;62875;REMBOURSEMENTS DE FRAIS AUX COMMUNES MEMBRES DU GFP;29000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;251;Hébergement et restauration scolaire;6288;DIVERS - AUTRES SERVICES EXTERIEURS;1500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;254;Médecine scolaire;6042;ACHATS DE PRESTATIONS DE SERVICES;4300
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;254;Médecine scolaire;60623;ALIMENTATION;700
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;254;Médecine scolaire;60628;AUTRES FOURNITURES NON STOCKEES;11400
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;254;Médecine scolaire;6065;LIVRES, DISQUES, CASSETTES  (BIBLIOTHEQUES ET MEDIATHEQUES);1000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;254;Médecine scolaire;6068;AUTRES MATIERES ET FOURNITURES;2600
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;254;Médecine scolaire;6236;CATALOGUES ET IMPRIMES;2500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6042;ACHATS DE PRESTATIONS DE SERVICES;144300
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;60623;ALIMENTATION;1000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;60632;FOURNITURES DE PETIT EQUIPEMENT;7400
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6064;FOURNITURES ADMINISTRATIVES;1000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6065;LIVRES, DISQUES, CASSETTES  (BIBLIOTHEQUES ET MEDIATHEQUES);15100
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6067;FOURNITURES SCOLAIRES;100
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6068;AUTRES MATIERES ET FOURNITURES;5500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;611;CONTRATS PRESTATIONS DE SERVICES;6896127
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6135;LOCATIONS MOBILIERES;3500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6156;MAINTENANCE;105000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6182;DOCUMENTATION GENERALE ET TECHNIQUE;1100
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6236;CATALOGUES ET IMPRIMES;4500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6247;TRANSPORTS COLLECTIFS;289000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6251;VOYAGES ET DEPLACEMENTS;23625
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6257;RECEPTIONS;10500
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6262;FRAIS DE TELECOMMUNICATIONS;54000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;255;Autres enseignements;6288;DIVERS - AUTRES SERVICES EXTERIEURS;14800
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;6042;ACHATS DE PRESTATIONS DE SERVICES;60400
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;60623;ALIMENTATION;1100
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;60631;FOURNITURES D'ENTRETIEN;200
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;60632;FOURNITURES DE PETIT EQUIPEMENT;10700
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;60636;VETEMENTS DE TRAVAIL;3780
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;6064;FOURNITURES ADMINISTRATIVES;9690
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;6068;AUTRES MATIERES ET FOURNITURES;19700
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;6132;LOCATIONS IMMOBILIERES;2300
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;6135;LOCATIONS MOBILIERES;19970
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;61522;ENTRETIEN ET REPARATIONS - BATIMENTS;54000
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;61558;ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS;40740
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;6156;MAINTENANCE;1920
2013;D;F;N;011;CHARGES A CARACTERE GENERAL;311;Culture - Expression musicale lyrique;6182;DOCUMENTATION GENERALE ET TECHNIQUE;24500
